0 V_SCALE_BC_RAD_NI V_SCALE_DU_RAD_NI V_SCALE_DRYDEP_ACC V_SCALE_DRYDEP_AIT V_SCALE_DRYDEP_COA V_SCALE_EMI_BB V_SCALE_EMI_BF V_SCALE_EMI_ANTH_SO2 V_SCALE_EMI_DUST V_SCALE_SO2_REACTIONS V_SCALE_SO2_SO4_Fraction V_SCALE_EMI_SSA V_SCALE_EMI_CMR_BB V_SCALE_EMI_CMR_BF V_SCALE_EMI_CMR_FF V_SCALE_EMI_DMS V_SCALE_EMI_FF V_SCALE_NUC_FT V_SCALE_SO4_COATING V_SCALE_PH_PERT V_SCALE_WETDEP_BC V_SCALE_WETDEP_IC V_SCALE_KAPPA_SS V_SCALE_KAPPA_SO4 V_SCALE_CDNC_MIN INSTALL START END
PPE_PI_ENS_22 0.3505 3.6188e-03 0.3508 0.3341 2.1912 1.9329 2.3903 0.7888 1.4275 0.6168 1.4155 1.2910 0.4023 1.0926 0.8328 0.3847 0.8113 9.2205 3.2926 2.2438e-05 1.6468 1.2565 0.8798 0.5682 9.2410 0 0 0
PPE_PI_ENS_23 0.2148 4.3883e-04 0.9494 0.7538 2.0831 3.8482 0.4465 1.4193 0.6043 1.6570 2.4028 2.3262 0.7351 2.4380 1.1888 0.4565 0.5342 6.3410 4.2059 2.8321e-05 1.2209 0.6991 0.9625 0.5503 39.1753 0 0 0
PPE_PI_ENS_24 0.4953 4.9258e-05 0.5908 1.7152 4.8244 0.8538 1.8594 0.6420 1.0514 1.2998 1.6121 1.0592 0.5089 3.3208 1.3869 1.0701 1.2084 6.8789 0.8310 9.9123e-07 1.1615 1.7037 1.1399 0.7441 1.0584 0 0 0
PPE_PI_ENS_25 0.8210 6.2371e-03 1.0596 0.3226 3.2031 0.3966 1.2530 1.0138 1.2983 1.4073 1.7542 1.1029 0.9549 1.1032 0.8719 0.9492 0.8892 5.2235 0.7347 1.3413e-05 0.8530 0.6227 0.9334 0.4590 1.9525 0 0 0
PPE_PI_ENS_26 0.8327 7.4342e-03 0.1225 0.9567 1.1671 2.2867 2.1467 1.2969 1.4958 1.9541 1.6636 0.8172 1.1990 0.8971 1.0308 0.7159 0.6073 9.2804 1.3759 1.2958e-05 1.9922 1.4706 0.7267 0.7655 13.7615 0 0 0
PPE_PI_ENS_27 0.6083 5.7966e-03 1.4342 0.8622 2.9097 1.9860 1.0817 0.8060 1.0999 0.7542 2.0592 1.5125 0.4228 1.1320 0.7942 1.6688 1.2501 5.7167 1.3942 1.3787e-05 1.9387 0.6893 0.5568 0.5567 19.6576 0 0 0
PPE_PI_ENS_28 0.7464 4.5227e-03 0.7414 0.8997 4.8492 2.2975 0.3696 0.8306 0.5482 0.8144 2.3490 2.1499 0.4626 2.9501 0.6832 1.1652 1.5449 7.6975 1.4230 1.2801e-06 1.5644 1.7461 1.1530 0.7935 43.3885 0 0 0
PPE_PI_ENS_29 0.6513 6.2723e-03 1.3303 0.5215 3.0789 2.9478 3.8045 0.8721 1.7461 1.8121 1.5622 1.3916 0.5513 2.8636 1.3165 0.7464 0.7482 8.7104 1.5348 1.5621e-05 0.6544 1.3579 0.7931 0.5096 44.4560 0 0 0
PPE_PI_ENS_30 0.4739 1.8591e-03 1.0269 1.0075 2.3464 2.6613 2.9109 0.8638 0.9062 0.8509 2.4783 0.8768 1.1678 2.9077 0.9238 1.1817 1.9875 3.8326 0.7850 1.4190e-06 0.8821 0.9811 1.1919 0.4796 11.4711 0 0 0
PPE_PI_ENS_31 0.8747 7.9933e-03 1.4519 1.8873 4.4671 2.4541 0.9466 1.3291 1.2705 1.3391 2.9600 1.9499 0.6427 1.9923 0.9558 2.0115 1.3861 1.9209 4.4778 7.1086e-07 0.9056 1.2084 0.9750 0.5662 53.0135 0 0 0
PPE_PI_ENS_32 0.5115 3.4909e-03 1.0946 1.4345 3.3616 3.2701 1.1714 1.1573 1.1201 1.5820 1.9874 1.9646 1.1214 2.3399 1.1839 0.6346 1.3639 3.3358e-02 3.1966 1.4267e-05 1.8626 0.5160 0.5821 0.4629 40.3656 0 0 0
PPE_PI_ENS_33 0.8801 3.0240e-03 0.2139 1.4926 1.9364 1.4463 0.9916 1.3877 0.9289 1.3805 1.7138 0.9240 1.3070 1.7782 0.9737 1.7701 1.2496 3.1269 3.0883 1.0982e-05 1.7052 1.9599 1.1175 0.5198 16.8888 0 0 0
PPE_PI_ENS_34 0.5994 2.4510e-03 0.8933 1.6267 3.8003 0.3602 0.6348 1.3365 1.1347 1.6994 1.5759 1.5940 1.2980 1.0057 1.0718 1.8515 0.8681 1.1650 3.7034 1.2202e-05 1.2956 1.9430 0.8543 0.6292 3.0455 0 0 0
PPE_PI_ENS_35 0.3662 9.4684e-03 0.6006 0.7952 3.5956 3.0754 0.8515 0.6009 0.7437 0.6998 1.3922 2.0628 0.7702 3.1939 0.9385 0.8792 0.5861 4.4786 0.7957 4.2571e-06 1.4536 0.8943 1.0864 0.7574 4.8726 0 0 0
PPE_PI_ENS_36 0.5778 9.3975e-03 0.1693 0.8832 0.6549 3.3906 2.9572 1.2124 0.5091 1.9894 1.9423 2.3003 1.3024 3.2997 0.5108 1.6244 1.4257 4.0070 0.8998 7.4105e-06 1.6737 1.8953 0.9902 0.5844 16.9628 0 0 0
PPE_PI_ENS_37 0.4529 8.5145e-03 0.6538 1.7220 4.9946 1.4311 2.6798 1.4742 0.5001 1.9471 1.6390 2.1584 1.2775 1.2016 1.2324 1.3302 1.1703 2.9524 2.5585 1.9477e-06 1.5051 0.5840 1.1210 0.7692 30.1659 0 0 0
PPE_PI_ENS_38 0.7128 5.1456e-03 1.3532 1.8127 3.8885 3.6848 0.4370 0.8940 1.5739 1.8330 1.2002 2.3664 0.4153 2.1034 1.2173 2.6415 1.4149 3.9372 1.3311 9.6932e-06 1.9113 0.9517 0.6671 0.6230 20.6038 0 0 0
PPE_PI_ENS_39 0.4485 6.0995e-03 0.9065 0.8274 2.3080 1.0667 1.6893 1.1885 1.5091 1.7517 1.1828 0.7821 0.8885 2.6181 1.4029 2.1274 1.2423 9.9737 2.7830 4.9876e-06 0.5267 1.4653 0.7307 0.4446 31.4172 0 0 0
PPE_PI_ENS_40 0.3887 4.0873e-03 1.4375 0.9340 3.7473 0.8140 0.3088 0.8110 1.9514 0.7424 1.8244 2.2360 1.2612 1.4530 1.3476 2.8598 0.7473 9.0160 0.9789 2.6003e-05 1.3794 0.7356 0.8216 0.7233 51.6021 0 0 0
PPE_PI_ENS_41 0.3587 3.1778e-03 1.2741 1.1056 1.0977 0.6671 3.2739 1.1025 0.9966 0.7259 2.5440 1.9798 1.1328 2.8549 0.8105 2.4952 1.1284 3.6462 3.4307 2.2141e-05 1.4666 1.3477 0.8501 0.6880 44.2301 0 0 0
PPE_PI_ENS_42 0.7390 6.5592e-03 1.1158 0.4384 0.4072 3.0981 2.5128 1.0142 1.3412 1.2320 2.9083 2.1795 1.0476 1.7055 1.2510 1.8153 1.4058 2.8248 4.9318 9.0923e-06 0.6921 1.1156 1.1409 0.6482 50.4360 0 0 0
PPE_PI_ENS_43 0.4776 7.2285e-03 0.4073 0.8521 4.1062 1.0789 1.5021 0.6292 0.9546 0.8201 2.8759 2.2758 0.7839 1.0153 1.0207 2.6214 1.4192 9.6141 0.6097 1.1489e-05 1.5738 0.6781 0.6587 0.7427 4.4019 0 0 0
PPE_PI_ENS_44 0.6336 7.4921e-03 1.4490 0.6451 1.8873 3.3521 1.2723 1.0799 1.7143 0.7736 1.5559 1.4954 0.6335 2.9732 1.2048 1.8362 1.5689 5.3683 4.0404 2.9916e-05 1.8674 0.7750 0.8006 0.6054 8.5631 0 0 0
PPE_PI_ENS_45 0.3892 7.7317e-03 0.3833 0.7133 3.3131 1.5137 3.7727 1.1807 1.5264 1.1432 2.0785 1.6377 0.9984 2.1439 1.2657 1.8874 0.7823 4.2224 1.8444 2.9684e-05 1.2584 1.7141 0.8443 0.4145 57.6454 0 0 0
PPE_PI_ENS_46 0.3163 8.4003e-03 1.3794 1.9243 3.0490 2.0419 1.2281 0.8753 1.1540 1.3942 2.5559 1.4189 0.8316 2.6757 0.5002 2.9958 1.3568 0.6661 3.7643 6.0867e-06 0.5431 0.7567 0.5928 0.7707 21.7253 0 0 0
PPE_PI_ENS_47 0.2298 1.7547e-03 1.0884 0.2405 0.6650 1.0330 3.4768 0.9936 1.0436 1.3471 2.3968 0.9647 0.8064 2.1545 1.3380 2.6751 1.3455 5.4416 3.2439 2.5743e-05 0.5606 0.9196 0.5075 0.4165 12.5263 0 0 0
PPE_PI_ENS_48 0.6769 8.8839e-03 0.9773 1.6564 0.9033 3.9566 3.3245 1.1326 1.4311 1.2439 1.0728 1.8313 1.2358 1.5689 1.3579 1.2021 0.9570 2.2769 0.6454 1.5864e-05 1.9572 0.5042 0.6642 0.7373 15.6696 0 0 0
PPE_PI_ENS_49 0.3401 1.8090e-03 0.2670 1.3507 3.2330 1.0447 3.5134 0.6535 1.4733 1.2401 1.6551 1.1976 1.0405 3.0857 0.5538 2.3914 1.5325 4.1647 3.5871 1.3902e-05 1.6684 1.8155 0.9669 0.5895 9.6945 0 0 0
PPE_PI_ENS_50 0.6890 4.6425e-03 0.8398 1.1405 4.2868 1.8487 2.5837 1.4634 0.8150 0.6839 2.1734 0.8907 1.3188 2.5805 1.3816 0.3811 0.5492 0.1771 4.3906 2.7810e-05 1.2062 1.7587 1.1000 0.6845 16.3365 0 0 0
PPE_PI_ENS_51 0.3389 7.5270e-03 0.3904 0.9242 4.7351 2.5258 1.8283 0.7777 1.1900 1.1113 1.0353 1.2152 0.7385 2.4785 1.4827 1.3036 1.0186 7.8811 4.4896 2.8177e-05 1.8562 1.9766 0.5386 0.7332 46.5043 0 0 0
PPE_PI_ENS_52 0.2414 9.0329e-03 1.0032 0.4929 4.0319 2.0742 1.3908 1.1658 1.0894 1.6474 2.3786 1.1553 0.5351 2.9245 1.4643 2.7323 1.1620 5.9862 3.8060 1.8342e-05 1.0504 1.8386 0.7618 0.6452 4.7780 0 0 0
PPE_PI_ENS_53 0.6234 4.7299e-03 0.4926 0.6033 2.8182 2.1698 3.5858 0.6947 1.4639 0.8617 1.6985 0.6784 0.6567 2.3668 0.5383 0.9699 1.1818 3.7577 0.3092 1.2504e-05 0.9690 1.7306 0.6429 0.5293 53.5974 0 0 0
PPE_PI_ENS_54 0.4010 6.0381e-03 0.2913 0.7124 4.6280 1.6670 3.5125 0.9906 1.5888 1.0445 1.9739 1.8891 0.5788 1.6009 0.7859 2.1077 1.6672 6.9614 1.1348 1.9100e-05 1.4373 1.5752 1.1038 0.7472 13.5814 0 0 0
PPE_PI_ENS_55 0.5369 5.6821e-03 0.5379 1.6437 2.7450 3.8866 3.3729 0.6168 1.6740 1.5646 2.1086 1.9988 1.0031 2.3951 1.3022 1.4316 1.2987 7.9489 4.1696 8.4655e-06 1.8117 1.4897 0.8882 0.7663 32.5017 0 0 0
PPE_PI_ENS_56 0.3843 8.6129e-03 0.2106 1.3780 1.8196 3.2255 3.5907 0.6073 0.9030 0.6354 2.6019 0.5066 1.0086 2.0443 1.4397 2.7991 1.7816 2.6285 3.1372 2.5128e-05 1.1913 1.9524 1.1295 0.4028 45.9198 0 0 0
PPE_PI_ENS_57 0.8460 7.1468e-03 1.0462 0.6544 0.3733 3.7403 1.6560 0.7344 1.0794 0.9345 1.4724 2.0355 0.4727 1.4062 0.7327 1.3652 1.7407 5.1167 3.3818 2.5911e-05 0.6686 1.6094 1.0138 0.5480 50.8533 0 0 0
PPE_PI_ENS_58 0.8293 7.0807e-03 0.8554 0.2155 0.2088 2.6150 3.9395 1.2501 1.9075 0.6209 2.5341 0.9426 0.3964 2.1940 1.1196 2.5277 1.1951 2.1075 2.1974 1.4797e-05 0.9374 1.1545 1.0671 0.6202 6.1124 0 0 0
PPE_PI_ENS_59 0.2880 7.9425e-03 0.8301 1.8454 4.1003 3.4253 1.1191 0.7188 0.7896 1.3551 1.9323 1.8255 0.9505 0.8630 1.1032 1.6580 0.8998 8.8769 4.6407 1.9345e-05 1.1175 1.2153 1.0517 0.5613 39.7563 0 0 0
PPE_PI_ENS_60 0.4423 6.9675e-03 0.7208 1.6679 1.2236 0.6294 1.5861 0.9047 0.6918 0.5497 1.7473 0.6150 0.8368 2.7120 0.8909 1.7483 0.5907 9.6746 3.6517 1.8603e-05 0.9832 1.6833 0.5194 0.5013 36.6891 0 0 0
PPE_PI_ENS_61 0.7052 2.2706e-03 0.9005 0.3058 1.1937 2.0563 0.6758 0.8438 1.6003 1.4747 2.8295 1.3074 0.3534 2.2794 0.8815 1.5215 0.5732 1.0182 3.3696 2.3992e-05 0.5106 1.7621 0.8076 0.6944 40.0554 0 0 0
PPE_PI_ENS_62 0.6718 5.4451e-04 0.9964 0.9987 4.2320 0.4227 1.5506 1.0291 0.9818 1.3205 2.3887 0.9743 1.0844 2.1088 0.7445 2.5470 0.7994 7.1237 2.5445 9.3116e-06 1.2736 0.9700 0.6381 0.5752 34.1342 0 0 0
PPE_PI_ENS_63 0.3112 7.2923e-03 0.7037 0.9895 3.7703 3.6072 1.2838 1.2563 1.1377 0.7873 1.3569 1.3270 1.0372 3.0551 1.1771 2.9740 0.9582 8.8155 3.0233 2.1364e-05 0.8260 0.5251 1.1233 0.6877 10.5155 0 0 0
PPE_PI_ENS_64 0.6248 1.0185e-04 0.9160 1.7625 2.4420 3.1011 3.9695 1.1217 1.9732 0.9881 2.8339 2.4449 0.7100 1.5209 0.8755 0.7376 1.9128 1.2379 1.0983 1.4474e-05 1.7550 0.6354 1.1479 0.5454 2.6458 0 0 0
PPE_PI_ENS_65 0.2861 8.2229e-03 1.2533 0.9413 3.2729 2.6324 2.9273 1.4593 1.2255 1.1372 1.1996 1.1681 0.5941 1.1432 1.2454 1.4452 0.9476 6.1227 3.7972 1.1109e-05 1.5852 1.6012 1.0393 0.4210 7.2685 0 0 0
PPE_PI_ENS_66 0.7901 9.6028e-03 0.4121 1.4457 2.3198 1.1935 1.3978 1.0327 0.8229 1.6512 1.1357 1.0773 0.9140 2.2911 0.7724 1.5620 1.4798 2.1746 2.0260 7.5371e-07 1.2020 1.8599 0.7764 0.6506 23.0894 0 0 0
PPE_PI_ENS_67 0.6669 1.7316e-03 0.4530 1.1187 1.3368 0.5756 2.8217 0.8156 1.8771 0.6758 2.6549 1.6826 1.1862 1.7438 0.5260 2.2446 0.7146 3.7548 2.9987 1.6883e-05 0.8220 1.5834 0.6532 0.7898 47.5228 0 0 0
PPE_PI_ENS_68 0.4073 1.1318e-03 1.4299 1.4083 1.5047 1.7757 2.9349 1.2790 1.3619 0.7989 2.2146 0.7343 0.6037 1.2831 0.8578 0.4930 1.1844 6.0640 3.2823 4.8697e-06 1.2430 1.2698 0.8692 0.7127 27.4472 0 0 0
PPE_PI_ENS_69 0.5625 6.3659e-03 0.4804 1.2073 3.6781 3.8903 0.9084 0.7133 1.3880 0.6100 1.2449 0.9810 0.9842 2.5404 0.5904 2.6317 1.8600 0.4036 4.2682 2.7411e-05 1.4702 0.7080 0.5469 0.4697 38.4545 0 0 0
PPE_PI_ENS_70 0.5286 5.3159e-03 1.4923 1.6361 3.1043 1.7059 1.2053 0.9762 1.1268 0.6944 2.7818 2.4074 0.8730 2.2299 1.0575 2.6544 1.0062 1.0032 3.9238 1.1289e-05 1.5380 1.5055 0.7841 0.6107 27.0374 0 0 0
PPE_PI_ENS_71 0.7039 6.3373e-03 0.6395 1.0740 1.3914 0.2571 0.7646 0.7303 1.0152 0.5878 1.4381 1.8054 0.9380 2.2406 0.7828 2.1914 1.7734 3.4679 1.8163 2.6181e-05 1.7133 1.9210 1.1691 0.7207 40.9542 0 0 0
PPE_PI_ENS_72 0.8607 9.7630e-03 1.3244 1.8965 2.9831 3.7333 3.8411 1.2202 1.9834 1.5449 2.5631 1.8696 1.0759 1.6439 0.9896 0.6940 1.6581 4.8036 3.9815 4.7782e-07 1.7970 1.3144 0.9444 0.7273 51.2416 0 0 0
PPE_PI_ENS_73 0.4720 9.2841e-03 0.2881 1.3018 0.6005 2.8469 2.7802 1.0257 1.5198 0.7670 1.3047 0.7775 0.9644 2.8721 0.9656 2.8434 1.4459 5.6203 4.7674 2.7614e-05 0.6789 1.2316 0.7543 0.5361 22.3067 0 0 0
PPE_PI_ENS_74 0.6753 9.5428e-03 1.4729 0.6305 1.5684 1.4850 3.8979 0.7937 1.5723 1.0167 2.1857 0.7991 0.6684 2.5561 0.6314 2.6915 1.9093 8.0849 3.8560 2.5320e-05 1.7784 1.1007 0.7176 0.6584 31.0181 0 0 0
PPE_PI_ENS_75 0.5820 4.0392e-03 0.8658 0.6647 3.0299 3.4712 0.8958 0.7840 1.0314 0.9139 1.9906 1.2265 1.0780 2.5068 1.3797 1.7861 1.0894 6.4347 3.8776 2.1074e-05 1.8991 1.4491 0.6745 0.6653 11.6423 0 0 0
PPE_PI_ENS_76 0.3803 2.5318e-03 1.2995 0.7332 1.1850 0.9799 3.6156 1.3765 0.8667 1.2649 2.1902 2.2908 0.8134 2.7806 1.0352 0.4079 0.9339 2.7322 3.2210 3.6763e-06 1.4450 1.2643 0.5732 0.6543 50.0767 0 0 0
PPE_PI_ENS_77 0.2623 1.6625e-03 0.1920 1.7906 0.8626 0.7741 2.7121 1.3184 0.7127 1.6705 2.5748 1.6407 0.6477 3.2362 0.9299 2.5641 1.6477 8.4097 2.3668 2.6330e-05 1.2311 1.7849 0.7905 0.5557 8.3415 0 0 0
PPE_PI_ENS_78 0.2438 5.9188e-03 1.4226 0.5783 2.5129 1.8101 1.9425 1.0505 1.6033 1.9276 1.0134 2.2681 0.8590 1.1948 1.4229 1.4110 0.8468 5.2048 2.5078 3.1151e-05 0.6607 0.5402 0.5143 0.7739 15.3763 0 0 0
PPE_PI_ENS_79 0.2698 8.3616e-04 1.1280 1.9389 4.0299 2.1182 3.6864 1.4081 1.7565 0.5807 1.7081 2.1131 1.2728 2.9146 1.4145 1.1411 0.9665 9.4028 1.9318 1.0423e-05 1.2514 0.8603 0.7809 0.6243 58.4324 0 0 0
PPE_PI_ENS_80 0.4386 3.2342e-03 1.2035 1.4792 0.7969 3.0207 3.6515 0.7047 0.9615 1.4492 1.4556 1.3843 0.7304 1.8285 0.9063 0.7857 1.9454 7.0574 3.6136 2.5489e-05 0.6870 0.9610 1.0798 0.5957 53.3845 0 0 0
PPE_PI_ENS_81 0.3567 2.9402e-03 0.4660 1.5767 4.1296 2.8809 2.3193 1.3115 1.1005 1.0992 2.5260 0.9363 0.9967 1.8610 1.4436 1.0454 1.6327 9.7747 0.4848 3.7419e-07 0.6976 1.4067 1.0842 0.5986 20.3217 0 0 0
PPE_PI_ENS_82 0.7766 7.7757e-03 1.3456 1.9353 0.9798 3.0372 2.1204 0.6247 1.7723 0.6343 1.0414 2.0980 0.8524 2.0914 1.1616 0.9289 1.3769 9.8486 0.4188 2.4503e-05 0.5484 0.9926 1.1667 0.6989 51.0256 0 0 0
PPE_PI_ENS_83 0.8520 9.1120e-03 0.9864 1.6595 4.7080 2.5182 2.4796 0.7442 1.3674 1.1775 1.4063 1.1833 1.2113 1.4328 1.0988 1.0567 0.6949 6.9202 4.2476 2.9468e-05 1.1343 1.6278 0.6848 0.7025 55.5873 0 0 0
PPE_PI_ENS_84 0.3621 3.4228e-04 0.6860 0.2312 3.4502 0.9211 0.4151 1.1713 0.8743 0.9433 2.1696 1.0429 1.0896 2.0475 0.5308 2.8747 1.7617 3.0146 4.4315 2.8387e-05 0.7632 1.1910 1.1622 0.4394 14.3207 0 0 0
PPE_PI_ENS_85 0.8033 5.1766e-03 0.9608 1.7473 2.0119 1.5419 1.7166 1.3611 1.7640 0.9870 1.5396 0.6230 0.5445 0.9356 0.8479 1.9616 1.3230 6.8148 4.5610 9.9397e-06 1.5340 1.8450 0.5492 0.5928 36.1425 0 0 0
PPE_PI_ENS_86 0.2839 9.7327e-03 0.7641 1.3929 3.3506 2.4120 2.7525 1.3227 1.3966 1.9170 2.2672 1.5811 0.3648 2.0795 1.2089 2.1666 1.3351 0.4403 3.7526 1.5134e-05 0.9236 1.5940 1.0241 0.7285 23.4952 0 0 0
PPE_PI_ENS_87 0.5885 4.3968e-03 0.1859 0.3608 1.5951 0.4706 1.9013 1.1594 1.9682 1.1946 1.3207 2.3190 1.1760 3.0054 1.2226 0.5589 0.8671 3.2331 2.3301 1.9574e-05 1.4971 1.3752 0.7329 0.7075 33.7677 0 0 0
PPE_PI_ENS_88 0.4289 3.9446e-03 0.6324 1.5048 3.7286 2.3815 0.5615 1.3287 0.9462 0.8959 2.2977 0.6692 0.3907 2.5621 1.1723 1.3416 1.7100 7.2644 4.8343 1.6213e-05 0.7500 1.8065 1.1318 0.6028 48.0444 0 0 0
